titleid|console|mediatype|name|namelang|parentallevel|icon|iconlang|resolution|soundformat
NPUB31506|ps3|edi|Constant C||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31506_00_B96130519F3FEFCCFBDDCEB60FB87D5B18106608/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31507|ps3|edi|Enemy Front||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31507_00_DCF4FEA0457FE61D3DE62A36CAAEB2CD46E7C4C6/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31509|ps3|edi|YAKUZA: DEAD SOULS|"<name lang=""1"">YAKUZA: DEAD SOULS</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31509_00_D617E0D0C308ED8501AB4E0349C11A51DC06A25F/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
NPUB31510|ps3|edi|YAKUZA 4|"<name lang=""1"">YAKUZA4</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31510_00_62F37B063FA80F8EF6386D7830D466BED8E7DC38/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
NPUB31511|ps3|edi|Battlefield™ Hardline|"<name lang=""1"">Battlefield™ Hardline</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31511_00_65C11AD2E229DBF808D0DFA2E827E30CECAC6D8A/ICON0.PNG|"<icon lang=""1"" type=""320x176"">http://tmdb.np.dl.playstation.net/tmdb/NPUB31511_00_65C11AD2E229DBF808D0DFA2E827E30CECAC6D8A/ICON0_01.PNG</icon>"|480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31512|ps3|edi|Rogue Legacy||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31512_00_01A3FFAEA8D4B62A08C154AD96942B28DAE1B442/ICON0.PNG||480,576,720,1080|2LPCM
NPUB31513|ps3|edi|Digimon All-Star Rumble||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31513_00_EBEDE2856C25D13C991789BA4CF587CCA0135C35/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31514|ps3|edi|MouseCraft||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31514_00_1EF0FE398A4DF6033E78C6F578771757DE226CDF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31516|ps3|edi|Masquerade: The Baubles of Doom||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31516_00_91AAC1803F02F11DCF8D317485B3081910FEC43A/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31517|ps3|edi|FIFA 15||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31517_00_23DF049A04CDA76A91CFB807D771662F466F571F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31518|ps3|edi|RESIDENT EVIL REVELATIONS 2||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31518_00_769E528C7CC1B85C69898E8A9C7437F43245B7D6/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
NPUB31519|ps3|edi|Borderlands: The Pre-Sequel||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31519_00_7DE086DDB77700AC75AC1CF9718AB37DE0C150CF/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31520|ps3|edi|Sacra Terra: Kiss of Death||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31520_00_5327C41F31829CAFFA7704A43CCA4B7C7B8C15FF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31521|ps3|edi|Duck Dynasty||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31521_00_3118FB0C9AFADC57E832727417C5074EBFBF64E6/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31522|ps3|edi|Atelier Rorona Plus ~The Alchemist of Arland~||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31522_00_6D62699E5C5D2BB5CB83C0150E895BA42DAD2B21/ICON0.PNG||480,720,1080,480SQ|2LPCM
NPUB31523|ps3|edi|Adventure Time: the Secret of the Nameless Kingdom (Digital)|"<name lang=""2"">ADVENTURE TIME : : Le secret du Royaume Sans Nom (Numérique)</name><name lang=""3"">HORA DE AVENTURAS: EL SECRETO DEL REINO SIN NOMBRE (DIGITAL)</name><name lang=""17"">Adventure Time: O Segredo do Reino Sem Nome (Digital)</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31523_00_A9B9E01F6DE63760463A08EBF617419B14039214/ICON0.PNG|"<icon lang=""2"" type=""320x176"">http://tmdb.np.dl.playstation.net/tmdb/NPUB31523_00_A9B9E01F6DE63760463A08EBF617419B14039214/ICON0_02.PNG</icon><icon lang=""3"" type=""320x176"">http://tmdb.np.dl.playstation.net/tmdb/NPUB31523_00_A9B9E01F6DE63760463A08EBF617419B14039214/ICON0_03.PNG</icon><icon lang=""17"" type=""320x176"">http://tmdb.np.dl.playstation.net/tmdb/NPUB31523_00_A9B9E01F6DE63760463A08EBF617419B14039214/ICON0_17.PNG</icon>"|480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31524|ps3|edi|Sportsfriends||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31524_00_DBB3E6311CC909E2849B8CA0B58C0D245764181B/ICON0.PNG||480,576,1080|2LPCM
NPUB31526|ps3|edi|Chivalry: Medieval Warfare|"<name lang=""2"">Chivalry: Medieval Warfare</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31526_00_310B5997639D4B81C5A3960E55BC3EBC1DF1DDD6/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31527|ps3|edi|GRID Autosport||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31527_00_F549554933439B3F55709A6D8E45FB5230BCFF0F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31528|ps3|edi|NAtURAL DOCtRINE||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31528_00_40CE7A4F2DF4219270E3DCF63B49FE61A688CAB0/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
NPUB31529|ps3|edi|Just Dance® 2015 ||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31529_00_425F8F97F3BDA0C29EE1E20DAB3C448F32E1D7E0/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31530|ps3|edi|MX vs ATV Supercross||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31530_00_02936FE417F19B923A8B55EBA24E70560834FE5B/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31531|ps3|edi|DYNASTY WARRIORS: GUNDAM Reborn||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31531_00_445B365441EF07DC008B54601D915B18D2184A7C/ICON0.PNG||480,720,480SQ|2LPCM,Dolby
NPUB31532|ps3|edi|Race The Sun||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31532_00_C1EA6B8E38C1C2C0E279F3C4A84BE8A258852B80/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31533|ps3|edi|NBA 2K15||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31533_00_10AE1D8154FE2000C238567D10BC1ED1B3A0C9C1/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31534|ps3|edi|FIFA 15||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31534_00_6AAF165F23DE56AA8205B53EC35158FA222B2A9E/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31535|ps3|edi|PAC-MAN and the Ghostly Adventures 2|"<name lang=""1"">PAC-MAN™ and the Ghostly Adventures 2</name><name lang=""2"">PAC-MAN et les Aventures de Fantômes 2</name><name lang=""3"">PAC-MAN y las Aventuras Fantasmales 2</name><name lang=""17"">PAC-MAN e as Aventuras Fantasmagóricas 2</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31535_00_A4A137E6380412C6F1F41B477691AFC858B5037F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31536|ps3|edi|Middle-Earth™: Shadow of Mordor™|"<name lang=""1"">Middle-Earth™: Shadow of Mordor™</name><name lang=""3"">La Tierra Media™: Sombras de Mordor™</name><name lang=""17"">Terra-média™: Sombras de Mordor™</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31536_00_CBCC4152CCBFE6D8F4FA7E61700FAAF867D13F16/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31537|ps3|edi|The Legend of Korra||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31537_00_47AEB9EC66092DB4A9C96F51CE0316FCFAD62C78/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31538|ps3|edi|Chariot||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31538_00_47BFFB5172E4E93DD48B8E51D807069CAE9B9140/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31541|ps3|edi|Class of Heroes 2G||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31541_00_CEEA67E34DAEB1F286BD8A33EE4A23A8B3F69CA1/ICON0.PNG||480,720|2LPCM
NPUB31543|ps3|edi|ANOTHER WORLD - 20TH ANNIVERSARY EDITION||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31543_00_703619BFF10C283BC02C8C197575CCE5795696AF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31544|ps3|edi|Geometry Wars³: Dimensions||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31544_00_62FC6C4F32375806EA44411645F5F6DFDF9D8A86/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31545|ps3|edi|Destiny Beta|"<name lang=""2"">Beta Destiny</name><name lang=""3"">Beta de Destiny</name><name lang=""4"">Destiny-Beta</name><name lang=""5"">Destiny Beta</name><name lang=""17"">Beta do Destiny</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31545_00_D73463CBC90D0724DD3916BDA8EB92DB85A6FBC3/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,Dolby,DTS
NPUB31546|ps3|edi|WWE 2K15||0|http://tmdb.np.dl.playstation.net/tmdb/NPUB31546_00_D9ABAF5C458BC75277672DA009625076F42BD2F7/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
NPUB31547|ps3|edi|Assassin's Creed® Rogue||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31547_00_9154E8257CE2885D6880F17BF3E73258FDFD4A01/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31549|ps3|edi|Costume Quest 2||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31549_00_2F75742FF350773121619FDC53E88BC5B97B93B1/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31552|ps3|edi|Resident Evil|"<name lang=""0"">Resident Evil</name><name lang=""1"">Resident Evil</name><name lang=""2"">Resident Evil</name><name lang=""3"">Resident Evil</name><name lang=""4"">Resident Evil</name><name lang=""5"">Resident Evil</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31552_00_298DCEC129422E4310486AFF828A29C98472082F/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
NPUB31553|ps3|edi|Call of Duty®: Advanced Warfare||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31553_00_A0A3B99011DE9E0064DAD8A123F36DA7C0EC5E24/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
NPUB31554|ps3|edi|Super Mega Baseball||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31554_00_8118B98A6D807F4EF079B5B68D2341707DAEE658/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM
NPUB31555|ps3|edi|Guilty Gear Xrd -SIGN-|"<name lang=""1"">Guilty Gear Xrd -SIGN-</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31555_00_8873EAE0A105195038601727ED0EAB2434AC7252/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31556|ps3|edi|The Voice||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31556_00_AD4F2EB70BF4F92C203B37BC3ECA21A8194514E9/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31560|ps3|edi|Toybox Turbos||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31560_00_4251057C94DFD7DEA074A054E1807D52151923A5/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,Dolby,DTS
NPUB31563|ps3|edi|Persona 4 Arena Ultimax||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31563_00_0BC777D1F9EC8BE35D215A9DD0BD214C1D42583E/ICON0.PNG||480,720,480SQ|2LPCM
NPUB31564|ps3|edi|SAMURAI WARRIORS 4||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31564_00_00FB20290883DB72EBC5ADA8A158F401ACF82825/ICON0.PNG||480,720,480SQ|2LPCM,Dolby
NPUB31565|ps3|edi|F1® 2014 (US)||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31565_00_D8CA7BE8936B11419941954338B1287B036DCCB5/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31566|ps3|edi|F1® 2014 (Brasil)||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31566_00_6E64EF7D4EEB82824DE6BA320FB587114FB32051/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31567|ps3|edi|Rugby 15||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31567_00_38718A5EC739960707A9AA2CFAC837A0692A6DAD/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31569|ps3|edi|Assassin's Creed® Liberation HD||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31569_00_609B4C962DFD672EC3A51458E513F7C933C0F4A4/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31572|ps3|edi|Fibbage||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31572_00_E445C0DD2C3F4BBDB00E454DDDB7BACBCC3FE459/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31573|ps3|edi|Tokyo Twilight Ghost Hunters||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31573_00_31DA46379A97AE05D709920D98DEBA95A124A42D/ICON0.PNG||480,720|2LPCM,Dolby,DTS
NPUB31576|ps3|edi|Tears to Tiara II Heir of the Overlord|"<name lang=""0"">ティアーズ・トゥ・ティアラⅡ 覇王の末裔</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31576_00_31533E9109404F819144D82801C20D5E10EEC31F/ICON0.PNG||480,720,1080,480SQ|2LPCM
NPUB31577|ps3|edi|RISK|"<name lang=""1"">RISK</name><name lang=""2"">RISK</name><name lang=""3"">RISK</name><name lang=""4"">RISIKO</name><name lang=""6"">RISK</name><name lang=""8"">РИСК</name><name lang=""17"">RISK</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31577_00_7BF4E84E2E844D408DBABE871DA149B9E1FB8817/ICON0.PNG|"<icon lang=""4"" type=""320x176"">http://tmdb.np.dl.playstation.net/tmdb/NPUB31577_00_7BF4E84E2E844D408DBABE871DA149B9E1FB8817/ICON0_04.PNG</icon>"|480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31578|ps3|edi|Trivial Pursuit Live!||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31578_00_1EE847CFBC46DFA5163949A90FA00741FA1F2616/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31579|ps3|edi|Ar nosurge: Ode to an Unborn Star DOWNLOAD||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31579_00_43D07A5B985727240877AAFDE79215D22BD9B21D/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM
NPUB31580|ps3|edi|OlliOlli||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31580_00_BF4373CCF045AAAD30EBC928F32095547385D1CF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM
NPUB31581|ps3|edi|MONOPOLY DEAL||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31581_00_84783A83F09F5EEA5DC97D5461F891C0E88AA251/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,Dolby,DTS
NPUB31582|ps3|edi|MONOPOLY PLUS||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31582_00_CF2EAC45A5C9D7D0167981C85FD937473C4B59F5/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,Dolby,DTS
NPUB31583|ps3|edi|BlazeRush||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31583_00_82D59A48167D52325AE61871EFB76E4367A6F8CD/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31585|ps3|edi|Pro Evolution Soccer 2015||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31585_00_47B19576DCF6F950F8737A1766342272F47BC1B8/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
NPUB31587|ps3|edi|NARUTO SHIPPUDEN SUNNY-SIDE-BATTLE|"<name lang=""2"">Puppeteer™ - Manuel (Digital)</name><name lang=""3"">NARUTO SHIPPUDEN BATALLA ESTRELLADA</name><name lang=""17"">NARUTO SHIPPUDEN BATALHA ESTRELADA</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31587_00_7820AC4E306CBD52C5E2307C3C0BF88E894AFC2F/ICON0.PNG|"<icon lang=""3"" type=""320x176"">http://tmdb.np.dl.playstation.net/tmdb/NPUB31587_00_7820AC4E306CBD52C5E2307C3C0BF88E894AFC2F/ICON0_03.PNG</icon>"|480,720,1080,480SQ|2LPCM
NPUB31589|ps3|edi|Deadfall Adventures: Heart of Atlantis||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31589_00_2C405C92E1AF78D5BBF1DFC1B883D1A444ABDA78/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM
NPUB31590|ps3|edi|Don't Starve: Giant Edition||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31590_00_85F14BAF64B41C81114A813E25287C150812A1EA/ICON0.PNG||480,576,720|2LPCM
NPUB31592|ps3|edi|The Bridge||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31592_00_970310641F4867509818B60E50DCDD7D5A9D3794/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
NPUB31593|ps3|edi|UNDER NIGHT IN-BIRTH Exe:Late||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31593_00_D849C772D971E4EF10A6F6FFB80E8A80E650F906/ICON0.PNG||480,720|2LPCM
NPUB31594|ps3|edi|METAL GEAR SOLID V: THE PHANTOM PAIN||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31594_00_D5CA31E10537FC42D243D23B8909226F4B3E7D4B/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31595|ps3|edi|Frozen Synapse Prime||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31595_00_9B377739A39185AE839B32216E0BA48CE0866E45/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31596|ps3|edi|Motorcycle Club||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31596_00_CB5FB7C1979A1C22084BB5D695A39512617E40BB/ICON0.PNG||480,720,480SQ|2LPCM
NPUB31597|ps3|edi|Legend of Kay Anniversary||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31597_00_A4FD713F04744477ACC35EC14EFD36AD6676893D/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31599|ps3|edi|Short Peace||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31599_00_9758075367C2C05C971E7F43D3368B647979D545/ICON0.PNG||480,720,1080,480SQ|2LPCM
NPUB31600|ps3|edi|Aaru's Awakening||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31600_00_3239FBE5B3CC81FF7EF1B74B71F506D5CAF1B509/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31601|ps3|edi|MXGP - The Official Motocross Videogame||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31601_00_F92133D0C0CB98F710FA5FFA9AE053276CD20B4A/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
NPUB31602|ps3|edi|MotoGP™14||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31602_00_74F9FD30396A42E1F64D7E1A38AEF842356CCF10/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
NPUB31604|ps3|edi|Saints Row: Gat out of Hell||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31604_00_A9F26B9D60744D0AF4701EA7A1ECA570DDFC680C/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31605|ps3|edi|Unmechanical: Extended||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31605_00_7BFEDBC4F70B6EBF7703EE964B4D5A11D342C97C/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
NPUB31607|ps3|edi|Farming Simulator 15||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31607_00_7DD1DAC1E685EF220CC5F68A70A8CDEFBBE7EEFC/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
NPUB31608|ps3|edi|Snark Busters: High Society||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31608_00_945B89C89C066EED736B9AABABA8E3974A85B66E/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31611|ps3|edi|The Jackbox Party Pack||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31611_00_96B97541807384E19A0AEF4B715337B7231A8288/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,DTS
NPUB31613|ps3|edi|The Awakened Fate Ultimatum|"<name lang=""0"">神様と運命覚醒のクロステーゼ</name><name lang=""1"">The Awakened Fate Ultimatum</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31613_00_D360180ACFF6885E38DAA01F941AD5136E2BC503/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31615|ps3|edi|Jetpack Joyride||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31615_00_4CE8F83098C03207C793D8AED9E060B1AF5F510B/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31616|ps3|edi|Retro City Rampage™ DX||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31616_00_A660E33A43379287AE515A2013393C81C867D059/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31617|ps3|edi|Hyper Void||4|http://tmdb.np.dl.playstation.net/tmdb/NPUB31617_00_DF6488A8F1099DD6EA1FEDB3407BF07CA32F71BD/ICON0.PNG||480,720,480SQ|2LPCM
NPUB31618|ps3|edi|Frozen Synapse Prime Sound Track||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31618_00_082D030BBFC9A85DC61F6A8C8E4D4B385A68F846/ICON0.PNG||480,1080|2LPCM
NPUB31619|ps3|edi|DRAGON BALL XENOVERSE||5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31619_00_F1582AF896BC926B8C679D9A48D419EED10416BD/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
NPUB31624|ps3|edi|Q*bert: Rebooted||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31624_00_2147FDBB6F0F5E0BE0A2F980B30127F0262A3669/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
NPUB31625|ps3|edi|In Space We Brawl||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31625_00_047E41934A364D1080351305E360D85802AF4133/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31626|ps3|edi|JUJU||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31626_00_4C67B6684684ED5F14E927C854192F47D544DE3C/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,DTS
NPUB31629|ps3|edi|Game Of Thrones||9|http://tmdb.np.dl.playstation.net/tmdb/NPUB31629_00_E17525691CCB8766334FE7DB1A18DEC9B20793AF/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
NPUB31630|ps3|edi|BADLAND: Game of the Year Edition||3|http://tmdb.np.dl.playstation.net/tmdb/NPUB31630_00_9A4FFE0F9D7E40203ACD1FEB85FFD0F471792C48/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
NPUB31631|ps3|edi|TRANSFORMERS: Devastation|"<name lang=""1"">TRANSFORMERS: Devastation</name><name lang=""2"">TRANSFORMERS: Devastation</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/NPUB31631_00_23EC6FB4EEF131DCD07862627EC16716266D3CCC/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
