titleid|console|mediatype|name|namelang|parentallevel|icon|iconlang|resolution|soundformat
BLUS30052|ps3|disc|Blazing Angels 2: Secret Missions of WWII||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30052_00_871D547D5EF8E8948340B8686D3A8F334214D20E/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30053|ps3|disc|Tiger Woods PGA TOUR® 08||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30053_00_5F9222FF519757703A26D186637DF32AEF637BAC/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30055|ps3|disc|The Orange Box||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30055_00_B1C176A1B07D11D64F62116A00E3156A74DA26B4/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30056|ps3|disc|Mercenaries 2: World in Flames™|"<name lang=""2"">Mercenaries™ 2 : l’Enfer des Favelas</name><name lang=""5"">Mercenaries™ 2: Inferno di fuoco</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30056_00_477C3C12F744442B55DA278795498255DE7FC1D9/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30057|ps3|disc|Army of Two (TM)||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30057_00_106CEEF2D404A74E4DDC8ACE5827C9F8F223A123/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM
BLUS30058|ps3|disc|Dynasty Warriors: GUNDAM|"<name lang=""1"">Dynasty Warriors: GUNDAM</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30058_00_5019C92CE9AB68804F23AC9F80201927A96B5C0B/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30059|ps3|disc|skate.||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30059_00_78E765561536C8146FB2ADC39E9AF9B64555AEF5/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30060|ps3|disc|NBA LIVE 08||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30060_00_29812F397FC8E943D0D3D270111F72C39F4E0F1A/ICON0.PNG||480,576,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30061|ps3|disc|Burnout Paradise|"<name lang=""1"">Burnout Paradise</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30061_00_29BEEF6A21D60C5B84EDC526A468A99B32EE9230/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30062|ps3|disc|NHL® 08||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30062_00_8FC3164AE26ABD77000BF03E975BB4711481F192/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30063|ps3|disc|Clive Barker's Jericho™||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30063_00_FF0E51BEB0B1AFCD1EE041EF7E3ADA230B5379C6/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30064|ps3|disc|DiRT™||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30064_00_26A7575EC56F800E13537CA7EFE9A2CE3B56267A/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30065|ps3|disc|The Simpsons™ Game||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30065_00_E9F967E8E128D7936B5B746AA11FFC5C0870477E/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM
BLUS30066|ps3|disc|Need for Speed™ ProStreet||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30066_00_2E62B20D8E7D344905CD39F55BA765B63F26A1AE/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30067|ps3|disc|Medal of Honor Airborne™||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30067_00_E8883CDA4F584D41222ECB48A2E62E201A6FBE37/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30068|ps3|disc|SEGA Rally Revo™||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30068_00_EA0D2CF823D3A50BA619EAAD1DF40A08733B310E/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30069|ps3|disc|Conan||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30069_00_BD889487DEE6856BCA45C2E5542A529B88F57B92/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30070|ps3|disc|BLADESTORM: The Hundred Years' War||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30070_00_DBF71A8D0B5A6BA9D07AD679E50A8D26817742C9/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30071|ps3|disc|TONY HAWK'S PROVING GROUND||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30071_00_667CFA44E1408DCB6EC86576D0E9D8D40887419F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30072|ps3|disc|Call Of Duty® 4: Modern Warfare||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30072_00_B74C6909177E14376E88A4D11CD43B804EDCECEE/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30073|ps3|disc|Stuntman: Ignition||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30073_00_F5BE4E6B88A6D8E1FA8268F752296DB32AFDAD8B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30074|ps3|disc|Guitar Hero III: Legends of Rock||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30074_00_CA80C4CFB151B9A2519A53A8B29C0C5F7E355A70/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30075|ps3|disc|World Series of Poker 2008: Battle For The Bracelets||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30075_00_41ADC0A40557DD8C090841CFF33C76DADDEC43F2/ICON0.PNG||480,720,1080,480SQ|2LPCM
BLUS30076|ps3|disc|Rapala Fishing Frenzy||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30076_00_B87DA45DFDD31D768B61C0FB6E61C8F047D25F71/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30077|ps3|disc|NBA 2K8||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30077_00_AB67E3907790189B6578AF970B7B6CC5F82145F9/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30078|ps3|disc|College Hoops 2K8||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30078_00_15A9979109ACFA526538F3B799772CF99D95ECEB/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30079|ps3|disc|LEGO® Star Wars™: The Complete Saga|"<name lang=""1"">LEGO® Star Wars™: The Complete Saga</name><name lang=""2"">LEGO® Star Wars™: La Saga Complète</name><name lang=""3"">LEGO® Star Wars™: The Complete Saga</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30079_00_4A4290C5270C1AF1704BE778DC1EAC612FE31B46/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30081|ps3|disc|STRANGLEHOLD™||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30081_00_38A09EC122F05811EBE7D9A0149173DCF2113FC5/ICON0.PNG||480,720|2LPCM,5.1LPCM,Dolby
BLUS30082|ps3|disc|WWE SmackDown vs. RAW 2008||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30082_00_D1C92369A6BFFD5E54A2CA743EF1305D9C7D2A4D/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30083|ps3|disc|The Golden Compass||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30083_00_05F7932CFF4452B2090CB6666552753C5FF944C0/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM
BLUS30084|ps3|disc|Juiced 2 : Hot Import Nights||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30084_00_308729DF36795669A584DD67E13313A2FCD62D99/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30086|ps3|disc|Unreal Tournament ® 3||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30086_00_627F1CA1A1EBD15EDF38AC7D56171B693E0A33DB/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30087|ps3|disc|OBLIVION™||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30087_00_B78F89D59656BAD890D546F6792C517A3F9097F5/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30088|ps3|disc|Cars: Mater-National||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30088_00_9B51CBA08E68EB687494DEFC8BC2E942857A8A7A/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,Dolby
BLUS30089|ps3|disc|Assassin's Creed||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30089_00_F6B7486BA9B264C2E50DF7C86906CCF7770207A8/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30090|ps3|disc|TimeShift||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30090_00_948A2B8058AC48F1F9EA634366219022CE289FB0/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30091|ps3|disc|Beowulf||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30091_00_CAC7FEA9FB702E644AE956E32F07B83797E53686/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30092|ps3|disc|Devil May Cry 4|"<name lang=""0"">Devil May Cry 4</name><name lang=""1"">Devil May Cry 4</name><name lang=""2"">Devil May Cry 4</name><name lang=""3"">Devil May Cry 4</name><name lang=""4"">Devil May Cry 4</name><name lang=""5"">Devil May Cry 4</name><name lang=""6"">Devil May Cry 4</name><name lang=""7"">Devil May Cry 4</name><name lang=""8"">Devil May Cry 4</name><name lang=""9"">Devil May Cry 4</name><name lang=""10"">Devil May Cry 4</name><name lang=""11"">Devil May Cry 4</name><name lang=""12"">Devil May Cry 4</name><name lang=""13"">Devil May Cry 4</name><name lang=""14"">Devil May Cry 4</name><name lang=""15"">Devil May Cry 4</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30092_00_15DA32013E59AE5DA7BD536F580C52B5B8184920/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30093|ps3|disc|TIME CRISIS® 4||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30093_00_34A11BBA9BD3CAFD81E5ED961B4ABB1E20DA4B9E/ICON0.PNG||480,720|2LPCM,5.1LPCM
BLUS30094|ps3|disc|HAZE||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30094_00_F89C20C39CFDF3D5FB1454947FC9CD09ACDC0E73/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30097|ps3|disc|MX vs. ATV: Untamed|"<name lang=""1"">MX vs. ATV: Untamed</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30097_00_A22E2D39980BC3ED620391D0654F851F0938F70E/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM
BLUS30098|ps3|disc|NCAA® March Madness® 08||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30098_00_E5764D4AA242F31B09729085F573890D58A18913/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30099|ps3|disc|FIFA Street 3||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30099_00_D7DC0819E3089FE021EA8481B3A6D594228E0C7D/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30100|ps3|disc|NFL Tour||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30100_00_A7133906ED22573373C7B5D9329444DF1EDF66CE/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30101|ps3|disc|Blacksite: Area 51™||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30101_00_ECE3094DFD45663A2FF673AFF33140A00560D335/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM
BLUS30102|ps3|disc|Kane &amp; Lynch: Dead Men™|"<name lang=""1"">Kane &amp; Lynch: Dead Men™</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30102_00_510AA8286FB26CD4D7473D98DB928A736A25628B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30103|ps3|disc|The History Channel: Battle For The Pacific||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30103_00_010A1F2A9DB88FE597E721B80D0D0496C7BBDA7F/ICON0.PNG||480,576,720,1080|2LPCM,5.1LPCM,Dolby
BLUS30104|ps3|disc|Turok||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30104_00_3EE72415FB5C00A60B086CE720A57013010C51F0/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30105|ps3|disc|Soldier of Fortune Payback||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30105_00_659773F6FFDBA4037FA7D3A75763213977815F27/ICON0.PNG||480,576,720,1080|2LPCM,5.1LPCM,Dolby
BLUS30106|ps3|disc|OBLIVION™||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30106_00_C407F922B602DCE03D65BA0D103B351995B868A5/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30107|ps3|disc|Conflict: Denied Ops||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30107_00_A58E793927C2A642222D329A9BFAA133451A6576/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30108|ps3|disc|The Club||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30108_00_D8C80BE9BDF6F946E8426F8D59B1EDB8E25DB6FA/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30109|ps3|disc|METAL GEAR SOLID 4 GUNS OF THE PATRIOTS||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30109_00_35F82EABB4EE957DCB8A7C4F54DDFC4B0EF5D642/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30110|ps3|disc|DYNASTY WARRIORS 6||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30110_00_DDEBA89F5D20DD66E672DCA8D76A9BD1218F4924/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM
BLUS30111|ps3|disc|Pro Evolution Soccer 2008||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30111_00_EF645ABA527FDB6A6DE589812D062BB50C570108/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30112|ps3|disc|Karaoke Revolution Presents: American Idol Encore|"<name lang=""1"">Karaoke Revolution Presents: American Idol Encore</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30112_00_395E3720DFC41A2A165C1CD0C0B9CC2E4D5F24C8/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
BLUS30113|ps3|disc|LOST PLANET EXTREME CONDITION||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30113_00_6EA0411F7D57F0ACA8B1012E81E21989C3D3DF67/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30114|ps3|disc|UEFA EURO 2008™||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30114_00_4C2805868C4499846053F7ABC91ACD79D20C3F10/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30115|ps3|disc|Condemned 2: Bloodshot|"<name lang=""1"">Condemned 2: Bloodshot</name><name lang=""2"">Condemned 2: Bloodshot</name><name lang=""3"">Condemned 2: Bloodshot</name><name lang=""5"">Condemned 2: Bloodshot</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30115_00_B7E9E71700F98ECD7D3FA88A02D319C0F7A1A5D0/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,Dolby
BLUS30116|ps3|disc|Dark Sector|"<name lang=""2"">Dark Sector</name><name lang=""3"">Dark Sector</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30116_00_3D15DC70D950E3EFE4C192D811108CC0E3732B2F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30117|ps3|disc|DRAGON BALL® Z: BURST LIMIT||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30117_00_ED42579DD85E2784B55FC8A76D846DF6C82C9A77/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,Dolby,DTS
BLUS30118|ps3|disc|BATTLEFIELD: Bad Company™|"<name lang=""1"">BATTLEFIELD: Bad Company™</name><name lang=""2"">BATTLEFIELD : Bad Company™</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30118_00_EE1DE0AA7B077701B3092FC537CCB04403FBD499/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30119|ps3|disc|Turning Point™: Fall of Liberty™||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30119_00_C659ECEE4A9A74C27D2E9557BF74337E3A9CCEF5/ICON0.PNG||480,720|2LPCM,5.1LPCM
BLUS30120|ps3|disc|Lost Via Domus||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30120_00_09268D6B591394E410B3230034BA6450D0C5B063/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30121|ps3|disc|BATTLEFIELD: Bad Company™|"<name lang=""1"">BATTLEFIELD: Bad Company™</name><name lang=""2"">BATTLEFIELD : Bad Company™</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30121_00_2DE09857DCC49437C9E5BB148E3A78FB33DDE83A/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30122|ps3|disc|MAJOR LEAGUE BASEBALL 2K8||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30122_00_955A06726A970185DD208049A53F9D80F4993961/ICON0.PNG||480,720|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30123|ps3|disc|SEGA Superstars Tennis||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30123_00_5B080B03DCC4E1D753849B83020D2AC5FFD54234/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30125|ps3|disc|Tom Clancy's Rainbow Six Vegas 2||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30125_00_5C9C30EDC7AF241C432BF572111124BBCF5F267F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30126|ps3|disc|Vampire Rain: Altered Species|"<name lang=""1"">Vampire Rain: Altered Species</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30126_00_21B48CE73B5A4569CDB70D34BED0F5227453217D/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,Dolby
BLUS30127|ps3|disc|Grand Theft Auto IV||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30127_00_6AB438C4C977DEA9B4B5E9628C90A3E8413CA64D/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30128|ps3|disc|NFL Head Coach 09||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30128_00_EDD058C0E1C53D3E0835FA714344479777EDDBA6/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM
BLUS30129|ps3|disc|Viking: Battle for Asgard||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30129_00_79C30B1A1B6E7C03A38422FD46B09986F4A48782/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,Dolby
BLUS30130|ps3|disc|Sid Meier's Civilization Revolution||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30130_00_1D66B0AABD3D7298AEC84EC154C71B1AADAEC316/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30132|ps3|disc|Enemy Territory: QUAKE Wars™|"<name lang=""1"">Enemy Territory: QUAKE Wars™</name><name lang=""2"">Enemy Territory: QUAKE Wars™</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30132_00_701EEB7A644F6134B07473CE2E5851B98895D9B5/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30133|ps3|disc|Guitar Hero: Aerosmith||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30133_00_1A0DEC53CB1A04BD17AE73C8A882C970AE2B00F2/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30134|ps3|disc|Iron Man|"<name lang=""1"">Iron Man</name><name lang=""2"">Iron Man</name><name lang=""3"">Iron Man</name><name lang=""4"">Iron Man</name><name lang=""5"">Iron Man</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30134_00_6B56223A4C055A52EA78478C4BFF816BDA011B3F/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM
BLUS30135|ps3|disc|NBA Ballers: Chosen One|"<name lang=""1"">NBA Ballers: Chosen One</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30135_00_09CCC87ADCB2EB457A9504FBB52633799814275B/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30136|ps3|disc|Kung Fu Panda™||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30136_00_4D91946784CC8CE52C366A042D93D5E2629CF7EC/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30137|ps3|disc|The Bourne Conspiracy|"<name lang=""2"">La Mémoire dans la Peau</name><name lang=""3"">La Conspiración Bourne</name><name lang=""4"">Das Bourne Komplott</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30137_00_F2EA96D0EFFBAE38626D8DC15E7CFB5C1194D1D9/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30138|ps3|disc|The Chronicles of Narnia: Prince Caspian|"<name lang=""1"">The Chronicles of Narnia: Prince Caspian</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30138_00_98128D459D454591CB45D2F99C3C583F877BC2B0/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30139|ps3|disc|NASCAR® 09||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30139_00_65A4DAFECB54236545F50C096B230B08042D2BF3/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30140|ps3|disc|Monster Madness Grave Danger||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30140_00_B0988EC7DDE4327A9238C00B25DAF0FF174B01BE/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30141|ps3|disc|LEGO® Indiana Jones™ : The Original Adventures|"<name lang=""1"">LEGO® Indiana Jones™ : The Original Adventures</name><name lang=""2"">LEGO® Indiana Jones™ : La trilogie originale</name><name lang=""3"">LEGO® Indiana Jones™ : la trilogía original</name><name lang=""4"">LEGO® Indiana Jones™ : Die Legendären Abenteuer</name><name lang=""5"">LEGO® Indiana Jones™ : Le Avventure Originali</name><name lang=""14"">LEGO® Indiana Jones™ : The Original Adventures</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30141_00_277CAD69132258BA0F73A3C0F6C4BE4571CE70DA/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30142|ps3|disc|GRID ™||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30142_00_E39251213BF82E95047AEE4792AFF5DECA40E2EB/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30143|ps3|disc|OVERLORD™ RAISING HELL||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30143_00_5BE569C96E172BABD0F3FB9BCCE5F7491AFB558D/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30144|ps3|disc|Star Wars: The Force Unleashed|"<name lang=""1"">Star Wars: The Force Unleashed</name><name lang=""2"">Star Wars: Le Pouvoir de la Force</name><name lang=""3"">Star Wars: El Poder de la Fuerza</name><name lang=""4"">Star Wars: The Force Unleashed</name><name lang=""5"">Star Wars: Il Potere Della Forza</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30144_00_F8493F5C14C31694DED96D3FD7BBDD779C9C9D96/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30145|ps3|disc|[PROTOTYPE]™||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30145_00_CDDF7C4B4676C8A9DF344AC8C5109D486035706E/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30146|ps3|disc|Madden NFL 09||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30146_00_72B52525859A3E4ED33D45C53B9257F488E35C68/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30147|ps3|disc|Rock Band 2||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30147_00_B563FC9008C53CF5F802B2E74A3DF7BB161ADB20/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30150|ps3|disc|Madden NFL 09 Collector's Edition||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30150_00_59A6F4EBEFBA668BB156AB3BFF92404754BFC275/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30151|ps3|disc|WALL•E||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30151_00_9BB5B2F5C2B8C026D9EF609F7B423C3A0E2D8D7A/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30152|ps3|disc|THE INCREDIBLE HULK™|"<name lang=""2"">L'INCROYABLE HULK™</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30152_00_8A589F15C5632900C02C7DE393BA23AF7A502835/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30153|ps3|disc|Hail to the Chimp||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30153_00_6CE47949B0C10177175C9F5AC6D8B3D2F5DDB866/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
